repo,fix_period,BIC_sha,BIC_time,BIC_files_count,BIC_file_changes,BFC_sha,BFC_time,BFC_files_count,BFC_file_changes
gpac/gpac,8,54f21e3,2021-02-15T09:06:12Z,2,6,da84c99d3c5b6a6b23101c1de8c14bb0d96be903,2021-02-23T15:42:35Z,2,13
gpac/gpac,1,15119f20,2020-12-13T13:03:57Z,6,98,c4f8bc6e61348a951d37756e2d831c0b9c1b2c16,2020-12-14T14:53:16Z,6,73
gpac/gpac,0,6426ef84,2020-12-07T22:15:09Z,6,28,a89d242108f7abf6d099cf983f0fd422ac461cd6,2020-12-08T07:49:03Z,1,2
gpac/gpac,0,4ef8c11c,2020-11-12T11:18:18Z,6,83,210f598c907f39cafb57a07c989140568d0ce0dd,2020-11-12T14:11:15Z,1,11
gpac/gpac,0,833cea09,2020-10-29T15:00:31Z,9,79,93c5696a3de98a4e4aa561e2ca23019ca29e328b,2020-10-30T09:55:37Z,3,56
gpac/gpac,0,6d229978,2020-10-09T08:55:30Z,6,27,a177f9314f765200a68f5eb51e5edc6561052cb7,2020-10-09T14:16:13Z,2,3
gpac/gpac,0,6692db41,2020-10-08T16:33:55Z,4,14,13b3f61a128837f48df875126812bc1166d3dce1,2020-10-09T07:36:25Z,1,12
gpac/gpac,0,0e6bd1c1,2020-07-31T08:46:28Z,2,25,b4b94447f37d2d730ebf5efde9180a2daf8be4e0,2020-07-31T16:22:43Z,1,17
gpac/gpac,0,211ab52d,2020-06-04T20:05:37Z,5,17,39367c29f21232e61f6883607c1d1c677bc28ccd,2020-06-05T09:08:01Z,9,39
gpac/gpac,12,74bb8692,2020-05-15T07:26:55Z,2,8,5fbc6fd1a38e78b9e9800bcdc1e9e21e461c83e9,2020-05-27T12:25:08Z,2,25
gpac/gpac,0,cdc5d3a3,2020-04-16T11:11:02Z,2,16,58f9f135630fb4f5557f36c0b2d87e50f3afcf08,2020-04-16T12:38:10Z,1,4
gpac/gpac,4,f2f3b429,2020-04-09T09:01:31Z,1,39,9a2ca54fa60bf4bf38df7c5fbd6b62f37cd39d84,2020-04-14T07:50:56Z,1,5
gpac/gpac,3,b54a98db,2020-04-06T08:12:31Z,1,74,f2f3b429a6c9021a08bffe25943004081a9e669c,2020-04-09T09:01:31Z,1,39
gpac/gpac,3,2d898eda,2020-03-05T19:11:59Z,1,13,314be05281f2f3300d205f19e71beaeea0538705,2020-03-09T11:12:50Z,2,30
gpac/gpac,0,976ea834,2020-02-04T10:43:25Z,2,11,98508c22626cda8d55339f9d1aecfd3f4600842d,2020-02-04T11:38:52Z,3,8
ElementsProject/lightning,13,6ceb375650af30682027cdc22e6d029b4382f423,2017-11-10T17:57:43Z,2,36,79443d6f94c1db01f69b297b01eca44ebaec4d12,2017-11-23T20:54:19Z,5,63
espruino/Espruino,0,5af2cda721ef045d51e585c69c660287bd10debf,2016-10-13T09:14:19Z,2,11,386d845487cf4ac1b515760f8f0f2a31995c689f,2016-10-13T09:21:14Z,1,12
espruino/Espruino,0,5af2cda721ef045d51e585c69c660287bd10debf,2016-10-13T09:14:19Z,2,11,80c31d6ede52a4e205fb5b6d53a65d71550f790a,2016-10-13T09:21:14Z,1,12
vifm/vifm,231,7f32f8a45b,2024-06-10T08:21:01Z,2,36,631b3cb6950e3c56d5a23449bb43b330fa55e912,2025-01-27T17:15:00Z,3,16
vifm/vifm,213,5497f13d71548631ce4ace8146d166d71adad6b7,2022-07-18T16:43:06Z,2,9,b55977eadc0a479451b57573a6555ab92379e2ec,2023-02-17T10:03:41Z,2,14
vifm/vifm,5,1a5a0571c37cdc81fcfeb7cba763844cd9591320,2019-07-23T20:27:22Z,3,23,31171936614a46e18927da676aea50a232af663e,2019-07-28T20:50:04Z,1,17
vifm/vifm,275,6e8fb6c3379ce9015740530d9bdc5c63b13636be,2016-09-07T20:56:08Z,9,37,d07d7a8975a03f40e2d66f5d7483bcfbf40b0258,2017-06-10T18:00:57Z,1,3
vifm/vifm,92,984c2c12dbec459,2017-02-17T21:39:16Z,3,23,c5edac5cd0a5126216270c8999e2b8df5cf305b5,2017-05-21T12:11:04Z,2,35
vifm/vifm,28,7325b00d,2012-05-05T21:32:44Z,5,73,f6103dd40e7c9a581582da5be431c8abe78e8e53,2012-06-03T10:20:50Z,1,16
util-linux/util-linux,42,5c7b67fbbf41c973ca8d49b1e8bdba22dbb917aa,2018-02-12T13:06:02Z,1,34,651c5d428c2ef103ee8c5b1a310d6f29f0304744,2018-03-27T08:40:13Z,4,43
OpenSC/OpenSC,74,45ad44e,2018-03-19T14:25:14Z,10,69,6dfeb9959ffd98f0cd044fa98ad3f29d676cd293,2018-06-01T17:05:56Z,1,2
cleanflight/cleanflight,8,c06fd78b834582349e1aaed07f582ae0c9fd3462,2014-10-28T15:49:02Z,1,2,db36cfe12e70171c8d986b8587e2183dad0dc156,2014-11-05T19:39:13Z,6,28
saitoha/libsixel,0,0221665,2014-09-26T13:37:39Z,3,51,908c8eb3721e34150ddd939a113703b7532eee6c,2014-09-26T13:51:41Z,1,4
xiph/opus,3,220a7d4b,2011-10-02T00:30:16Z,2,69,e98f1f50032f09b196879eeec55ad42200eefd1a,2011-10-05T05:59:28Z,2,6
xiph/opus,0,e5736ae2,2011-09-05T14:28:27Z,2,13,7d1df73ff296caf762660952a3950091bef90d25,2011-09-05T15:28:28Z,1,3
asterisk/asterisk,1,0b6410c4f8,2015-04-28T10:38:30Z,2,8,39d3e1ef6e4ab4a5fd64418a01bd1a3cedef699e,2015-04-29T21:15:43Z,1,5
open-mpi/ompi,23,eed7b45db59b356f6257f3b019e77643f14f84ce,2014-10-07T17:45:22Z,5,73,672d96704cc165b91c7bcf263e97704affcd5f20,2014-10-31T05:16:11Z,1,8
FreeRDP/Remmina,0,2609548e,2022-02-10T11:22:34Z,2,4,9ed4c438dfb6522c4865362ce3e65bfa169988e8,2022-02-10T11:24:58Z,1,2
TinyCC/tinycc,50,6245db9,2016-10-16T09:03:57Z,1,6,e0fe69050d2df59da7370875c4f5eb557618e20c,2016-12-05T23:29:25Z,1,4
d0k3/GodMode9,0,bfc3363,2018-10-01T21:51:05Z,4,35,e477ec0a180aaedb504ee5e6bf9a89a947b898a9,2018-10-02T16:42:04Z,2,17
rsyslog/rsyslog,57,9ac56b286,2024-09-15T13:24:28Z,1,12,9bc4c49d0705db2656a56fe14a5a2cfe3f6c9ac2,2024-11-12T09:54:00Z,1,1
rsyslog/rsyslog,50,2d15cbc8221e385c5aa821e4a851d7498ed81850,2018-09-20T08:39:47Z,3,89,9e520b07a554c30b63e76e87f7cee63050ccc1a4,2018-11-09T14:04:28Z,1,2
limine-bootloader/limine,0,25e1194,2021-09-01T21:34:31Z,1,5,411d735e919d59432b017a3f9568cbd7280ae329,2021-09-02T15:34:59Z,1,28
limine-bootloader/limine,0,25e1194,2021-09-01T21:34:31Z,1,5,62198ba1b04a5d3c5a64943cfe481e6bffd11f4d,2021-09-02T09:53:43Z,1,28
chocolate-doom/chocolate-doom,163,b0585fa6,2015-12-25T12:33:59Z,1,2,0cd3b7e5f8634468676b3b6ff1a525837bf3de2d,2016-06-05T15:45:26Z,1,2
TrungNguyen1909/qemu-t8030,802,2f2b18f60bf1,2018-12-03T07:05:17Z,1,12,df72184ec15829053b3bb5a0d5801773b6d9ec25,2021-02-12T13:52:50Z,1,19
TrungNguyen1909/qemu-t8030,365,cd5ff8333a,2019-06-10T13:10:07Z,6,12,32a354dc6c07d766e70b51f42a62d8cd479e3f82,2020-06-09T13:56:35Z,8,60
TrungNguyen1909/qemu-t8030,372,e6df58a5,2019-05-08T21:18:18Z,1,3,0eaf453ebf6788885fbb5d40426b154ef8805407,2020-05-15T06:36:07Z,1,6
TrungNguyen1909/qemu-t8030,164,848a1cc1e,2018-03-11T03:02:13Z,1,56,dbb6da8ba7e02105bdbb33b527e088249c9843c8,2018-08-22T09:46:44Z,1,73
TrungNguyen1909/qemu-t8030,133,d62644b4,2017-11-14T23:23:34Z,1,70,4ae4bf5bb16bd8e5b94433db9fe8265d30c53ba3,2018-03-28T16:36:25Z,1,34
TrungNguyen1909/qemu-t8030,298,42043e4,2017-01-27T12:24:58Z,3,75,6dd836f5d32b989e18c6dda655a26f4d73a52f6a,2017-11-21T20:16:43Z,1,4
TrungNguyen1909/qemu-t8030,417,aab9913,2016-05-12T03:48:21Z,2,13,82a93a1d307064f35c363f79b04b0a0149ac53d9,2017-07-03T10:20:53Z,2,26
TrungNguyen1909/qemu-t8030,6,9b6a3ea7a699594,2016-10-04T12:28:10Z,1,7,fb0e8e79a9d77ee240dbca036fa8698ce654e5d1,2016-10-10T15:26:03Z,2,36
TrungNguyen1909/qemu-t8030,171,595a4f07,2015-07-15T05:37:43Z,2,87,349a3b1cc9023f67f8fa336cb3c4a8f21a4aaaf3,2016-01-02T08:02:20Z,1,8
TrungNguyen1909/qemu-t8030,13,5d24ee70bcbcf578614193526bcd5ed30a8eb16c,2014-01-02T02:46:59Z,2,28,d32934c84c72f57e78d430c22974677b7bcabe5d,2014-01-15T03:37:09Z,1,8
TrungNguyen1909/qemu-t8030,5,fb6d1bbd246c7a57ef53d3847ef225cd1349d602,2013-02-08T07:49:10Z,1,11,8a8f5840082eb65d140ccfe7b128c92390cce1c3,2013-02-13T08:25:34Z,1,4
TrungNguyen1909/qemu-t8030,320,b9d03e352cb6b31a66545763f6a1e20c9abf0c2c,2012-03-22T10:02:24Z,1,45,ddcb73b7782cb6104479503faea04cc224f982b5,2013-02-05T19:00:21Z,1,42
TrungNguyen1909/qemu-t8030,224,80376c3fc2c38fdd45354e4b0eb45031f35587ed,2010-12-20T05:33:35Z,3,20,2da8bb92fb128e686dc9e055defbc5652f7c001d,2011-08-02T01:59:13Z,1,14
TrungNguyen1909/qemu-t8030,22,703e0e89,2010-03-19T21:21:13Z,3,27,81bbe906c89b6b7af58a1eeb96ec5a0bfdc3386f,2010-04-11T19:07:35Z,3,41
