name,stars,commits
EUA/wxHexEditor,580,711
RandyGaul/cute_framework,580,2412
OpenSmalltalk/opensmalltalk-vm,580,4791
libnice/libnice,579,1217
navit-gps/navit,578,1247
samdmarshall/SDMMobileDevice,578,533
SDL-mirror/SDL,577,12520
embeddedartistry/libc,577,581
happyfish100/FastCFS,577,995
revk/ESP32-Faikin,576,1657
Firmament-Autopilot/FMT-Firmware,576,1415
ovn-org/ovn,575,18512
FWGS/xash3d,574,2419
cyrusimap/cyrus-imapd,574,19419
ludocode/mpack,574,621
zint/zint,574,1092
DaanDeMeyer/reproc,574,1557
php-amqp/php-amqp,574,529
area9innovation/flow9,572,11438
Imagick/imagick,572,1153
artclarke/humble-video,570,765
cherokee/webserver,569,4821
cvxgrp/scs,569,597
Yubico/pam-u2f,568,563
libimobiledevice/libplist,568,975
openpilot/OpenPilot,568,7549
binji/binjgb,566,599
libgit2/php-git,566,605
cacalabs/libcaca,565,1947
xvisor/xvisor,565,5390
ComparativeGenomicsToolkit/cactus,564,4101
MobilityDB/MobilityDB,563,1753
bminor/musl,563,4169
containers/fuse-overlayfs,562,555
HaxeFoundation/neko,561,2466
eclipse-embed-cdt/eclipse-plugins,561,2252
LLNL/sundials,561,2247
iscsi-osx/iSCSIInitiator,560,514
open-iscsi/open-iscsi,560,525
DragonFlyBSD/DragonFlyBSD,559,10053
vhelin/wla-dx,558,1565
Embroidermodder/Embroidermodder,557,666
jedisct1/libsodium-php,556,518
sharandac/My-TTGO-Watch,555,1162
h2o/picotls,555,1873
LeoVen/C-Macro-Collections,551,505
canboat/canboat,551,832
OpenHEVC/openHEVC,551,1568
libcsp/libcsp,550,1454
ipsn/go-libtor,550,643
faragon/libsrt,549,804
krb5/krb5,548,10732
archiecobbs/s3backer,548,836
godror/godror,548,1706
xiph/daala,548,1758
CE-Programming/toolchain,548,2791
FoxdieTeam/mgs_reversing,547,3788
sahlberg/libnfs,547,1224
Cogmasters/concord,547,3052
alf45tar/PedalinoMini,547,580
luaposix/luaposix,547,1000
CESNET/UltraGrid,545,9842
indygreg/python-zstandard,545,1420
timmbogner/Farm-Data-Relay-System,545,796
Gwion/Gwion,545,7668
adafruit/Adafruit_TinyUSB_Arduino,545,718
Unidata/netcdf-c,544,8614
confluentinc/librdkafka,544,4148
fvwmorg/fvwm3,544,1210
anthonix/ffts,544,674
kvmtool/kvmtool,544,1456
proftpd/proftpd,543,3887
pciutils/pciutils,543,1159
beejjorgensen/bgc,543,1403
PaulStoffregen/cores,541,1364
nuta/resea,541,1757
Kode/Kore,541,3802
wntrblm/Castor_and_Pollux,541,861
KhronosGroup/Vulkan-Loader,541,3999
gnotclub/xst,539,791
bitaxeorg/ESP-Miner,539,762
duckdb/duckdb-spatial,539,694SSS
xelerance/xl2tpd,537,510
glouw/openempire,535,881
jondgoodwin/cone,535,1105
pasky/pachi,533,3404
luainkernel/lunatik,533,4963
zeux/calm,533,632
eudev-project/eudev,533,6935
lxi-tools/lxi-tools,532,804
mhogomchungu/zuluCrypt,530,3123
eggheads/eggdrop,530,2331
cbdevnet/midimonster,529,571
open-simh/simh,528,4360
paladin-t/my_basic,528,1019
pebble-dev/RebbleOS,527,694
CapnBry/HeaterMeter,527,1698
Luos-io/luos_engine,526,920
kwhat/libuiohook,525,572
coturn/rfc5766-turn-server,525,1201
DS-Homebrew/GodMode9i,524,537
openmoh/openmohaa,524,3656
aw-junaid/Hacking-Tools,524,722
klange/ponyos,523,5455
limpkin/mooltipass,522,2943
zint/zint-gpl-only,522,544
pfq/PFQ,522,3517
mikaku/Fiwix,521,1112
pkgconf/pkgconf,520,1510
OpenSMTPD/OpenSMTPD,520,8351
analogdevicesinc/libiio,520,1768
sagemathinc/cowasm,517,1974
riscv/sail-riscv,517,1258
eclipse-wakaama/wakaama,516,526
NVIDIA/libglvnd,516,713
gkostka/lwext4,513,818
alliedmodders/amxmodx,512,3668
autobleem/AutoBleem,510,686
SharpGenTools/SharpGenTools,509,867
chaos/pdsh,508,1336
lvgl/lv_demos,506,708
nxengine/nxengine-evo,506,832
openldap/openldap,505,10932
adafruit/Adafruit_nRF52_Bootloader,505,752
plan9foundation/plan9,504,2482
libfirm/libfirm,504,6672
emersion/mrsh,503,548
trezor/trezor-crypto,503,632
cfengine/core,502,13365
orafce/orafce,502,605
Stellarium/stellarium-web-engine,502,3462
composefs/composefs,502,774
gdnsd/gdnsd,501,1632
apache/apr,500,5359
Rinnegatamante/vitaGL,500,1161
Fledge68/WiiFlow_Lite,500,1422
